,flight_number,scheduled_departure,actual_departure,departure_gate,scheduled_arrival,actual_arrival,arrival_gate
864,UA-3373-IAD-PHL,2011-12-11 08:25:00,2011-12-11 09:30:00,C22,2011-12-11 09:20:00,2011-12-11 10:22:00,D7
865,UA-2906-PHL-MCO,2011-12-11 15:50:00,2011-12-11 15:50:00,B13,2011-12-11 18:23:00,2011-12-11 18:06:00,58
866,UA-938-DEN-ORD,2011-12-11 16:16:00,2011-12-11 16:18:00,B42,2011-12-11 19:34:00,2011-12-11 19:30:00,C15
867,UA-3099-PHX-PHL,2011-12-11 11:55:00,2011-12-11 12:04:00,B13,2011-12-11 18:17:00,2011-12-11 18:11:00,A16
868,UA-3925-IAD-ORF,2011-12-11 08:42:00,2011-12-11 08:37:00,A2A,2011-12-11 09:55:00,2011-12-11 09:31:00,-
869,UA-5487-SFO-MRY,2011-12-11 10:39:00,2011-12-11 10:35:00,87A,2011-12-11 11:19:00,2011-12-11 11:13:00,-
870,UA-3050-PHX-CLT,2011-12-11 11:05:00,2011-12-11 11:05:00,A3,2011-12-11 16:57:00,2011-12-11 16:55:00,B7
871,UA-828-SFO-ORD,2011-12-11 23:55:00,2011-12-11 23:55:00,70,2011-12-12 05:55:00,2011-12-12 05:55:00,C22
872,UA-2830-MCO-CLT,2011-12-11 15:27:00,2011-12-11 15:33:00,58,2011-12-11 17:05:00,2011-12-11 17:05:00,C12
873,UA-37-EWR-MCO,2011-12-11 13:29:00,2011-12-11 13:52:00,C73,2011-12-11 16:17:00,2011-12-11 16:34:00,39
874,UA-37-EDI-EWR,2011-12-11 09:05:00,2011-12-11 08:58:00,-,2011-12-11 11:53:00,2011-12-11 11:51:00,B60
875,UA-2708-EWR-CLT,2011-12-11 14:55:00,2011-12-11 14:55:00,A37,2011-12-11 16:53:00,2011-12-11 16:42:00,C19
876,UA-233-LAX-JFK,2011-12-11 16:20:00,2011-12-11 16:20:00,72,2011-12-12 00:29:00,2011-12-12 00:29:00,6
877,UA-2726-FLL-PHL,2011-12-11 16:00:00,2011-12-11 16:00:00,E3,2011-12-11 18:46:00,2011-12-11 18:28:00,B5
878,UA-2945-PHL-CLT,2011-12-11 00:00:00,2011-12-11 17:12:00,B11,2011-12-11 13:45:00,2011-12-11 13:46:00,B8
879,UA-6273-YYC-SFO,2011-12-11 07:35:00,2011-12-11 07:20:00,-,2011-12-11 09:43:00,2011-12-11 09:55:00,76B
880,UA-2314-ATL-PHL,2011-12-11 14:55:00,2011-12-11 14:55:00,D23,2011-12-11 17:00:00,2011-12-11 16:48:00,A14
881,UA-382-IAD-LAX,2011-12-11 12:30:00,2011-12-11 12:53:00,D7,2011-12-11 15:19:00,2011-12-11 15:27:00,75B
882,UA-382-IAD-LAX,2011-12-11 12:30:00,2011-12-11 12:53:00,D7,2011-12-11 15:19:00,2011-12-11 15:33:00,75B
883,UA-858-PVG-SFO,2011-12-11 13:45:00,2011-12-11 13:40:00,75,2011-12-11 08:27:00,2011-12-11 07:50:00,98
884,UA-854-SFO-IAH,2011-12-11 07:53:00,2011-12-11 07:51:00,85,2011-12-11 13:35:00,2011-12-11 13:11:00,C16
885,CO-1586-IAH-MCO,2011-12-11 19:00:00,2011-12-11 19:07:00,-,2011-12-11 22:15:00,2011-12-11 22:21:00,-
886,CO-1694-LAX-IAH,2011-12-11 19:15:00,2011-12-11 19:15:00,-,2011-12-11 00:21:00,2011-12-11 00:21:00,-
887,CO-4888-IAH-DAL,2011-12-11 17:30:00,2011-12-11 17:30:00,-,2011-12-11 18:40:00,2011-12-11 18:40:00,-
888,CO-1088-CLE-IAH,2011-12-11 08:40:00,2011-12-11 08:31:00,-,2011-12-11 10:54:00,2011-12-11 10:29:00,-
889,CO-16-LAX-EWR,2011-12-11 10:25:00,2011-12-11 10:32:00,-,2011-12-11 18:42:00,2011-12-11 18:44:00,-
890,CO-58-DEN-IAH,2011-12-11 11:25:00,2011-12-11 11:25:00,-,2011-12-11 14:50:00,2011-12-11 14:33:00,-
891,CO-1193-EWR-MCO,2011-12-11 09:00:00,2011-12-11 08:54:00,-,2011-12-11 12:00:00,2011-12-11 11:42:00,-
892,CO-1023-IAH-DEN,2011-12-11 11:40:00,2011-12-11 11:45:00,-,2011-12-11 13:16:00,2011-12-11 13:13:00,-
893,CO-1250-MIA-IAH,2011-12-11 14:53:00,2011-12-11 15:01:00,-,2011-12-11 16:48:00,2011-12-11 17:09:00,-
894,CO-62-IAH-EWR,2011-12-11 14:30:00,2011-12-11 15:05:00,-,2011-12-11 19:03:00,2011-12-11 19:27:00,-
895,CO-52-IAH-LAX,2011-12-11 07:35:00,2011-12-11 07:42:00,-,2011-12-11 09:21:00,2011-12-11 09:36:00,-
896,CO-1614-LAX-IAH,2011-12-11 00:30:00,2011-12-11 00:33:00,-,2011-12-11 05:35:00,2011-12-11 05:17:00,-
897,CO-89-IAH-EWR,2011-12-11 06:00:00,2011-12-11 06:03:00,-,2011-12-11 10:20:00,2011-12-11 10:27:00,-
898,CO-1090-BOS-IAH,2011-12-11 09:45:00,2011-12-11 09:41:00,-,2011-12-11 13:16:00,2011-12-11 12:46:00,-
899,CO-45-EWR-MIA,2011-12-11 16:00:00,2011-12-11 16:02:00,-,2011-12-11 19:05:00,2011-12-11 19:00:00,-
900,CO-63-EWR-IAH,2011-12-11 17:25:00,2011-12-11 18:18:00,-,2011-12-11 20:22:00,2011-12-11 21:02:00,-
901,CO-50-CLE-EWR,2011-12-11 15:10:00,2011-12-11 15:08:00,-,2011-12-11 17:04:00,2011-12-11 17:11:00,-
902,CO-1561-PHX-IAH,2011-12-11 08:05:00,2011-12-11 08:02:00,-,2011-12-11 11:35:00,2011-12-11 11:10:00,-
903,CO-47-IAH-LAX,2011-12-11 19:10:00,2011-12-11 19:23:00,-,2011-12-11 20:56:00,2011-12-11 21:14:00,-
904,AA-1221-MCO-ORD,2011-12-07 20:00:00,2011-12-07 20:08:00,15,2011-12-07 21:50:00,2011-12-07 21:32:00,K8
905,AA-4307-ORD-DTW,2011-12-07 18:45:00,2011-12-07 18:59:00,G19A,2011-12-07 21:10:00,2011-12-07 20:52:00,D28
906,AA-616-DFW-DTW,2011-12-07 09:05:00,2011-12-07 09:14:00,C30,2011-12-07 12:35:00,2011-12-07 12:43:00,D32
907,AA-431-MIA-SFO,2011-12-07 08:35:00,2011-12-07 08:42:00,D44,2011-12-07 11:50:00,2011-12-07 11:22:00,57
908,AA-3756-ORD-SLC,2011-12-07 12:15:00,2011-12-07 12:29:00,G9,2011-12-07 14:45:00,2011-12-07 14:43:00,A3
909,AA-2050-ORD-MIA,2011-12-07 10:40:00,2011-12-07 10:50:00,H15,2011-12-07 14:45:00,2011-12-07 14:34:00,D1
910,AA-3804-PHL-ORD,2011-12-07 14:35:00,2011-12-07 15:13:00,A7,2011-12-07 16:05:00,2011-12-07 16:10:00,H1A
911,AA-1664-MIA-ATL,2011-12-07 10:15:00,2011-12-07 10:26:00,D36,2011-12-07 12:10:00,2011-12-07 11:59:00,T11
912,AA-789-ORD-DEN,2011-12-07 13:05:00,2011-12-07 13:11:00,K9,2011-12-07 14:35:00,2011-12-07 14:29:00,A49
913,AA-1733-ORD-PHX,2011-12-07 19:45:00,2011-12-07 20:01:00,H15,2011-12-07 22:30:00,,6
914,AA-1733-ORD-PHX,2011-12-07 19:45:00,2011-12-07 20:01:00,H15,2011-12-07 22:30:00,,6
915,AA-4277-CVG-JFK,2011-12-07 12:10:00,2011-12-07 12:16:00,1,2011-12-07 14:15:00,2011-12-07 13:58:00,31E
916,AA-2312-DFW-DTW,2011-12-07 20:25:00,,C19,2011-12-07 23:50:00,,D32
917,AA-85-JFK-SFO,2011-12-07 15:05:00,2011-12-07 16:38:00,41,2011-12-07 18:30:00,,58B
918,AA-404-MIA-MCO,2011-12-07 06:45:00,2011-12-07 06:52:00,D48,2011-12-07 07:45:00,2011-12-07 07:38:00,17
919,AA-446-DFW-PHL,2011-12-07 11:50:00,2011-12-07 13:40:00,D28,2011-12-07 15:50:00,2011-12-07 17:27:00,A3
920,AA-2268-PHX-ORD,2011-12-07 07:15:00,2011-12-07 07:25:00,6,2011-12-07 11:35:00,2011-12-07 11:23:00,H12
921,AA-4344-ORD-DTW,2011-12-07 11:45:00,2011-12-07 11:54:00,G1B,2011-12-07 14:00:00,2011-12-07 13:54:00,D28
922,AA-484-DFW-MIA,2011-12-07 16:15:00,2011-12-07 16:36:00,D20,2011-12-07 19:55:00,2011-12-07 19:57:00,D48
923,AA-3979-CVG-ORD,2011-12-07 07:30:00,2011-12-07 07:56:00,3,2011-12-07 08:00:00,2011-12-07 07:49:00,G6B
924,AA-3063-SLC-LAX,2011-12-07 20:20:00,2011-12-07 20:29:00,A3,2011-12-07 21:20:00,,44J
925,AA-3859-IAH-ORD,2011-12-07 07:10:00,2011-12-07 07:22:00,A29,2011-12-07 09:40:00,2011-12-07 09:29:00,G11
926,AA-3842-MSP-ORD,2011-12-07 06:00:00,2011-12-07 06:24:00,E14,2011-12-07 07:30:00,2011-12-07 07:24:00,H5
927,AA-1544-SAN-ORD,2011-12-07 11:25:00,2011-12-07 11:31:00,27,2011-12-07 17:25:00,2011-12-07 17:20:00,H6
928,AA-649-ORD-SNA,2011-12-07 13:30:00,,K8,2011-12-07 15:50:00,,7
929,AA-1640-MIA-MCO,2011-12-07 18:30:00,,D43,2011-12-07 19:25:00,,14
930,AA-518-MIA-JFK,2011-12-07 06:30:00,2011-12-07 06:35:00,D1,2011-12-07 09:15:00,2011-12-07 09:01:00,33
931,AA-1279-DFW-PHX,2011-12-07 13:00:00,2011-12-07 13:16:00,C16,2011-12-07 14:35:00,2011-12-07 14:29:00,4
932,AA-1522-SFO-ORD,2011-12-07 23:55:00,,57,2011-12-08 05:50:00,,H9
933,AA-59-JFK-SFO,2011-12-07 07:10:00,2011-12-07 07:40:00,33,2011-12-07 10:45:00,2011-12-07 10:45:00,58B
934,AA-415-BOS-ORD,2011-12-07 08:35:00,2011-12-07 08:50:00,B35,2011-12-07 10:40:00,2011-12-07 10:33:00,H10
935,AA-222-LAX-BOS,2011-12-07 07:10:00,2011-12-07 07:22:00,48B,2011-12-07 15:30:00,2011-12-07 15:29:00,B28
936,AA-3823-LAX-DEN,2011-12-07 21:00:00,,44F,2011-12-08 00:15:00,,A49
937,AA-1165-JFK-MIA,2011-12-07 06:59:00,2011-12-07 07:11:00,40,2011-12-07 10:34:00,2011-12-07 09:59:00,D2
938,AA-3786-IAH-ORD,2011-12-07 16:00:00,2011-12-07 16:15:00,A29,2011-12-07 18:40:00,2011-12-07 18:44:00,G3
939,AA-4330-CVG-ORD,2011-12-07 15:35:00,2011-12-07 15:47:00,5,2011-12-07 16:00:00,2011-12-07 15:41:00,G20
940,AA-3468-CVG-MIA,2011-12-07 07:00:00,2011-12-07 07:25:00,3,2011-12-07 09:55:00,2011-12-07 09:47:00,D60
941,AA-204-LAX-MCO,2011-12-07 23:25:00,,45,2011-12-08 06:55:00,,TBA
942,AA-466-IAH-MIA,2011-12-07 06:00:00,2011-12-07 06:10:00,A27,2011-12-07 09:20:00,2011-12-07 09:11:00,D36
943,AA-3-JFK-LAX,2011-12-07 12:00:00,2011-12-07 12:04:00,8,2011-12-07 15:15:00,2011-12-07 14:35:00,48B
944,AA-1007-MIA-PHX,2011-12-07 16:55:00,2011-12-07 17:12:00,D32,2011-12-07 20:05:00,2011-12-07 19:54:00,6
945,AA-271-MIA-LAX,2011-12-07 11:35:00,2011-12-07 11:57:00,D30,2011-12-07 14:25:00,2011-12-07 14:14:00,46B
946,AA-643-MIA-ORD,2011-12-07 07:10:00,2011-12-07 07:23:00,D40,2011-12-07 09:35:00,2011-12-07 09:03:00,K13
947,AA-4198-ORD-CLE,2011-12-07 10:40:00,2011-12-07 10:44:00,G3,2011-12-07 12:55:00,2011-12-07 12:43:00,A1
948,AA-400-DFW-JFK,2011-12-07 10:40:00,2011-12-07 10:52:00,C8,2011-12-07 14:59:00,2011-12-07 14:50:00,33
949,AA-1886-BOS-MIA,2011-12-07 10:45:00,2011-12-07 11:01:00,B34,2011-12-07 14:20:00,2011-12-07 14:22:00,D8
950,AA-1917-JFK-MCO,2011-12-07 14:55:00,2011-12-07 15:45:00,3,2011-12-07 17:55:00,2011-12-07 18:37:00,16
951,AA-3809-PHX-LAX,2011-12-07 06:00:00,2011-12-07 06:16:00,2,2011-12-07 06:40:00,2011-12-07 06:25:00,44J
952,AA-2957-DFW-CVG,2011-12-07 07:55:00,2011-12-07 08:25:00,B8,2011-12-07 11:05:00,2011-12-07 11:17:00,3
953,UA-1500-IAH-GUA,2011-12-07 08:55:00,2011-12-07 10:59:00,E2,2011-12-07 11:45:00,2011-12-07 13:35:00,15
954,UA-3515-IAD-MSP,2011-12-07 08:22:00,2011-12-07 08:16:00,D4,2011-12-07 10:13:00,2011-12-07 10:06:00,E10
955,UA-664-ORD-PHL,2011-12-07 13:33:00,2011-12-07 14:35:00,C25,2011-12-07 16:31:00,2011-12-07 17:57:00,D9
956,UA-414-LAX-SFO,2011-12-07 06:00:00,2011-12-07 05:55:00,70A,2011-12-07 07:23:00,2011-12-07 07:12:00,87
957,UA-257-JFK-SFO,2011-12-07 14:30:00,2011-12-07 14:29:00,9,2011-12-07 18:15:00,2011-12-07 17:47:00,80
958,UA-62-IAH-EWR,2011-12-07 14:30:00,2011-12-07 15:01:00,E8,2011-12-07 19:03:00,2011-12-07 19:08:00,C133
959,UA-843-LAX-ORD,2011-12-07 13:55:00,2011-12-07 13:57:00,75B,2011-12-07 19:53:00,2011-12-07 19:40:00,C19
960,UA-248-PHX-ORD,2011-12-07 12:57:00,2011-12-07 12:57:00,3,2011-12-07 17:15:00,2011-12-07 17:10:00,B9
961,UA-248-PHX-ORD,2011-12-07 12:57:00,2011-12-07 13:02:00,3,2011-12-07 17:15:00,2011-12-07 17:09:00,C23
962,UA-397-JFK-SFO,2011-12-07 08:00:00,2011-12-07 08:00:00,9,2011-12-07 11:55:00,2011-12-07 11:22:00,87
963,UA-2704-DTW-PHX,2011-12-07 11:15:00,2011-12-07 11:15:00,D14,2011-12-07 13:40:00,2011-12-07 13:17:00,A6
964,UA-2515-DFW-CLT,2011-12-07 07:05:00,2011-12-07 07:11:00,E36,2011-12-07 10:31:00,2011-12-07 10:53:00,D13
965,UA-3373-IAD-PHL,2011-12-07 08:29:00,2011-12-07 09:06:00,C26,2011-12-07 09:24:00,2011-12-07 10:01:00,D7
966,UA-2906-PHL-MCO,2011-12-07 15:50:00,2011-12-07 15:59:00,B11,2011-12-07 18:23:00,2011-12-07 19:05:00,58
967,UA-938-DEN-ORD,2011-12-07 16:16:00,2011-12-07 16:16:00,B36,2011-12-07 19:35:00,2011-12-07 19:24:00,C25
968,UA-3099-PHX-PHL,2011-12-07 11:55:00,2011-12-07 12:41:00,B13,2011-12-07 18:17:00,2011-12-07 19:16:00,A25
969,UA-3925-IAD-ORF,2011-12-07 08:42:00,2011-12-07 08:36:00,A1G,2011-12-07 09:55:00,2011-12-07 09:54:00,-
970,UA-5487-SFO-MRY,2011-12-07 10:39:00,2011-12-07 11:29:00,87A,2011-12-07 11:19:00,2011-12-07 12:13:00,-
971,UA-3050-PHX-CLT,2011-12-07 11:05:00,2011-12-07 11:10:00,A14,2011-12-07 16:57:00,2011-12-07 17:14:00,B5
972,UA-828-SFO-ORD,2011-12-07 23:08:00,2011-12-07 23:08:00,75,2011-12-08 05:11:00,2011-12-08 05:11:00,C22
973,UA-2830-MCO-CLT,2011-12-07 15:27:00,2011-12-07 15:43:00,58,2011-12-07 17:05:00,2011-12-07 17:25:00,C12
974,UA-37-EDI-EWR,2011-12-07 09:05:00,2011-12-07 10:53:00,-,2011-12-07 11:53:00,2011-12-07 14:04:00,B61
975,UA-2708-EWR-CLT,2011-12-07 14:55:00,2011-12-07 15:01:00,A37,2011-12-07 16:53:00,2011-12-07 17:12:00,C13
976,UA-233-LAX-JFK,2011-12-07 16:25:00,2011-12-07 16:25:00,70B,2011-12-08 00:29:00,2011-12-08 00:29:00,9
977,UA-2726-FLL-PHL,2011-12-07 16:00:00,2011-12-07 16:00:00,E3,2011-12-07 18:46:00,2011-12-07 18:32:00,B5
978,UA-2945-PHL-CLT,2011-12-07 00:00:00,2011-12-07 06:11:00,B9,2011-12-07 13:45:00,2011-12-07 13:59:00,C15
979,UA-6273-YYC-SFO,2011-12-07 07:35:00,2011-12-07 07:25:00,-,2011-12-07 09:43:00,2011-12-07 09:42:00,69
980,UA-2314-ATL-PHL,2011-12-07 14:55:00,2011-12-07 15:28:00,D23,2011-12-07 17:00:00,2011-12-07 17:14:00,C27
981,UA-382-IAD-LAX,2011-12-07 12:30:00,2011-12-07 12:44:00,C11,2011-12-07 15:19:00,2011-12-07 15:02:00,73
982,UA-382-IAD-LAX,2011-12-07 12:30:00,2011-12-07 12:44:00,C11,2011-12-07 15:19:00,2011-12-07 15:06:00,73
983,UA-858-PVG-SFO,2011-12-07 13:45:00,2011-12-07 13:38:00,75,2011-12-07 08:27:00,2011-12-07 08:18:00,101
984,UA-854-SFO-IAH,2011-12-07 07:53:00,2011-12-07 07:50:00,83,2011-12-07 13:39:00,2011-12-07 13:38:00,C16
985,CO-1586-IAH-MCO,2011-12-07 19:00:00,2011-12-07 19:05:00,-,2011-12-07 22:15:00,2011-12-07 22:14:00,-
986,CO-1694-LAX-IAH,2011-12-07 19:15:00,2011-12-07 19:15:00,-,2011-12-07 00:21:00,2011-12-07 00:21:00,-
987,CO-4888-IAH-DAL,2011-12-07 17:30:00,2011-12-07 17:30:00,-,2011-12-07 18:40:00,2011-12-07 18:40:00,-
988,CO-1088-CLE-IAH,2011-12-07 08:40:00,2011-12-07 08:35:00,-,2011-12-07 10:54:00,2011-12-07 10:38:00,-
989,CO-16-LAX-EWR,2011-12-07 10:25:00,2011-12-07 13:27:00,-,2011-12-07 18:44:00,2011-12-07 22:17:00,-
990,CO-58-DEN-IAH,2011-12-07 11:25:00,2011-12-07 11:33:00,-,2011-12-07 14:50:00,2011-12-07 14:51:00,-
991,CO-1193-EWR-MCO,2011-12-07 09:15:00,2011-12-07 09:14:00,-,2011-12-07 12:18:00,2011-12-07 12:53:00,-
992,CO-1023-IAH-DEN,2011-12-07 11:40:00,2011-12-07 11:37:00,-,2011-12-07 13:17:00,2011-12-07 13:12:00,-
993,CO-1250-MIA-IAH,2011-12-07 14:53:00,2011-12-07 14:54:00,-,2011-12-07 16:45:00,2011-12-07 16:33:00,-
994,CO-62-IAH-EWR,2011-12-07 14:30:00,2011-12-07 15:01:00,-,2011-12-07 19:03:00,2011-12-07 19:08:00,-
995,CO-52-IAH-LAX,2011-12-07 07:35:00,2011-12-07 10:51:00,-,2011-12-07 09:21:00,2011-12-07 12:27:00,-
996,CO-1614-LAX-IAH,2011-12-07 00:30:00,2011-12-07 00:32:00,-,2011-12-07 05:35:00,2011-12-07 05:38:00,-
997,CO-89-IAH-EWR,2011-12-07 06:00:00,2011-12-07 05:59:00,-,2011-12-07 10:20:00,2011-12-07 10:06:00,-
998,CO-1090-BOS-IAH,2011-12-07 09:45:00,2011-12-07 12:30:00,-,2011-12-07 13:16:00,2011-12-07 15:57:00,-
999,CO-45-EWR-MIA,2011-12-07 16:00:00,2011-12-07 16:09:00,-,2011-12-07 19:05:00,2011-12-07 19:27:00,-
1000,CO-63-EWR-IAH,2011-12-07 17:25:00,2011-12-07 17:49:00,-,2011-12-07 20:22:00,2011-12-07 20:27:00,-
1001,CO-50-CLE-EWR,2011-12-07 14:55:00,2011-12-07 16:30:00,-,2011-12-07 16:49:00,2011-12-07 18:24:00,-
1002,CO-1561-PHX-IAH,2011-12-07 08:05:00,2011-12-07 08:00:00,-,2011-12-07 11:35:00,2011-12-07 11:21:00,-
1003,CO-47-IAH-LAX,2011-12-07 19:10:00,2011-12-07 19:35:00,-,2011-12-07 20:56:00,2011-12-07 21:02:00,-
1004,AA-1221-MCO-ORD,2011-12-02 20:00:00,2011-12-02 20:07:00,15,2011-12-02 21:50:00,2011-12-02 21:37:00,H11B
1005,AA-4307-ORD-DTW,2011-12-02 18:45:00,2011-12-02 19:07:00,G19A,2011-12-02 21:10:00,2011-12-02 21:06:00,D28
1006,AA-616-DFW-DTW,2011-12-02 09:05:00,2011-12-02 09:14:00,C14,2011-12-02 12:35:00,2011-12-02 12:19:00,D32
1007,AA-431-MIA-SFO,2011-12-02 08:35:00,2011-12-02 08:52:00,D40,2011-12-02 11:50:00,2011-12-02 11:41:00,56A
1008,AA-3756-ORD-SLC,2011-12-02 12:15:00,2011-12-02 12:29:00,H3A,2011-12-02 14:45:00,2011-12-02 14:41:00,A3
1009,AA-2050-ORD-MIA,2011-12-02 10:40:00,2011-12-02 10:53:00,H15,2011-12-02 14:45:00,2011-12-02 14:26:00,D1
1010,AA-3804-PHL-ORD,2011-12-02 14:35:00,2011-12-02 14:42:00,A7,2011-12-02 16:05:00,2011-12-02 15:46:00,G1B
1011,AA-1664-MIA-ATL,2011-12-02 10:15:00,2011-12-02 10:39:00,D36,2011-12-02 12:10:00,2011-12-02 12:18:00,T11
1012,AA-789-ORD-DEN,2011-12-02 13:05:00,2011-12-02 13:19:00,K9,2011-12-02 14:35:00,2011-12-02 14:50:00,A49
1013,AA-1733-ORD-PHX,2011-12-02 19:45:00,2011-12-02 19:55:00,H14,2011-12-02 22:30:00,,6
1014,AA-1733-ORD-PHX,2011-12-02 19:45:00,2011-12-02 19:55:00,H14,2011-12-02 22:30:00,,6
1015,AA-4277-CVG-JFK,2011-12-02 12:10:00,2011-12-02 12:22:00,1,2011-12-02 14:15:00,2011-12-02 13:52:00,31A
1016,AA-2312-DFW-DTW,2011-12-02 20:25:00,,C27,2011-12-02 23:50:00,,D32
1017,AA-85-JFK-SFO,2011-12-02 15:05:00,2011-12-02 15:41:00,5,2011-12-02 18:30:00,2011-12-02 19:00:00,58B
1018,AA-404-MIA-MCO,2011-12-02 06:45:00,2011-12-02 06:53:00,E5,2011-12-02 07:45:00,2011-12-02 07:35:00,16
1019,AA-446-DFW-PHL,2011-12-02 11:50:00,2011-12-02 11:59:00,D31,2011-12-02 15:50:00,2011-12-02 15:40:00,A9
1020,AA-2268-PHX-ORD,2011-12-02 07:15:00,2011-12-02 07:21:00,6,2011-12-02 11:35:00,2011-12-02 11:08:00,H15
1021,AA-4344-ORD-DTW,2011-12-02 11:45:00,2011-12-02 11:53:00,G1A,2011-12-02 14:00:00,2011-12-02 13:51:00,D28
1022,AA-484-DFW-MIA,2011-12-02 16:15:00,2011-12-02 16:59:00,D23,2011-12-02 19:55:00,2011-12-02 20:19:00,D8
1023,AA-3979-CVG-ORD,2011-12-02 07:30:00,2011-12-02 07:57:00,1,2011-12-02 08:00:00,2011-12-02 07:56:00,G12
1024,AA-3063-SLC-LAX,2011-12-02 20:20:00,2011-12-02 20:39:00,A3,2011-12-02 21:20:00,,44H
1025,AA-3859-IAH-ORD,2011-12-02 07:10:00,2011-12-02 07:13:00,A29,2011-12-02 09:40:00,2011-12-02 09:37:00,G7
1026,AA-3842-MSP-ORD,2011-12-02 06:00:00,2011-12-02 06:25:00,E14,2011-12-02 07:30:00,2011-12-02 07:44:00,H5
1027,AA-1544-SAN-ORD,2011-12-02 11:25:00,2011-12-02 11:42:00,27,2011-12-02 17:25:00,2011-12-02 16:59:00,H6
1028,AA-649-ORD-SNA,2011-12-02 13:30:00,,H8,2011-12-02 15:50:00,,7
1029,AA-1640-MIA-MCO,2011-12-02 18:30:00,,D33,2011-12-02 19:25:00,,14
1030,AA-518-MIA-JFK,2011-12-02 06:30:00,2011-12-02 06:54:00,D3,2011-12-02 09:15:00,2011-12-02 09:26:00,5
1031,AA-2525-DFW-MIA,2011-12-02 07:25:00,2011-12-02 07:48:00,D25,2011-12-02 11:10:00,2011-12-02 11:13:00,D21
1032,AA-1279-DFW-PHX,2011-12-02 13:00:00,2011-12-02 13:29:00,C2,2011-12-02 14:35:00,2011-12-02 14:51:00,4
1033,AA-1522-SFO-ORD,2011-12-02 23:55:00,,58B,2011-12-03 05:50:00,,H9
1034,AA-1434-DFW-MCO,2011-12-02 07:15:00,2011-12-02 07:37:00,C36,2011-12-02 10:35:00,2011-12-02 10:51:00,14
1035,AA-59-JFK-SFO,2011-12-02 07:10:00,2011-12-02 07:47:00,39,2011-12-02 10:45:00,2011-12-02 10:33:00,58B
1036,AA-415-BOS-ORD,2011-12-02 08:35:00,2011-12-02 08:45:00,B31,2011-12-02 10:40:00,2011-12-02 10:28:00,K7
1037,AA-222-LAX-BOS,2011-12-02 07:10:00,2011-12-02 07:29:00,48A,2011-12-02 15:30:00,2011-12-02 15:16:00,B33
1038,AA-3823-LAX-DEN,2011-12-02 21:00:00,,44I,2011-12-03 00:15:00,,A49
1039,AA-1165-JFK-MIA,2011-12-02 06:59:00,2011-12-02 07:36:00,40,2011-12-02 10:34:00,2011-12-02 10:15:00,D11
1040,AA-3786-IAH-ORD,2011-12-02 16:00:00,2011-12-02 16:17:00,A29,2011-12-02 18:40:00,2011-12-02 18:14:00,G5
1041,AA-4330-CVG-ORD,2011-12-02 15:35:00,2011-12-02 16:48:00,5,2011-12-02 16:00:00,2011-12-02 16:41:00,G14
1042,AA-3468-CVG-MIA,2011-12-02 07:00:00,2011-12-02 07:25:00,5,2011-12-02 09:55:00,2011-12-02 09:46:00,D60
1043,AA-204-LAX-MCO,2011-12-02 23:25:00,,43,2011-12-03 06:55:00,,14
1044,AA-466-IAH-MIA,2011-12-02 06:00:00,2011-12-02 06:15:00,A27,2011-12-02 09:20:00,2011-12-02 09:22:00,D51
1045,AA-3-JFK-LAX,2011-12-02 12:00:00,2011-12-02 12:14:00,12,2011-12-02 15:15:00,2011-12-02 15:08:00,47B
1046,AA-1007-MIA-PHX,2011-12-02 16:55:00,2011-12-02 17:28:00,D44,2011-12-02 20:05:00,2011-12-02 20:18:00,6
1047,AA-271-MIA-LAX,2011-12-02 11:35:00,2011-12-02 11:52:00,D51,2011-12-02 14:25:00,2011-12-02 14:08:00,49A
1048,AA-643-MIA-ORD,2011-12-02 07:10:00,2011-12-02 07:25:00,D11,2011-12-02 09:35:00,2011-12-02 09:23:00,K13
1049,AA-4198-ORD-CLE,2011-12-02 10:40:00,2011-12-02 10:51:00,G12,2011-12-02 12:55:00,2011-12-02 12:47:00,A1
1050,AA-400-DFW-JFK,2011-12-02 10:40:00,2011-12-02 11:01:00,D16,2011-12-02 14:59:00,2011-12-02 15:00:00,44
1051,AA-1886-BOS-MIA,2011-12-02 10:45:00,2011-12-02 10:55:00,B33,2011-12-02 14:20:00,2011-12-02 13:55:00,D50
1052,AA-1917-JFK-MCO,2011-12-02 14:55:00,2011-12-02 15:39:00,1,2011-12-02 17:55:00,2011-12-02 18:05:00,16
1053,AA-3809-PHX-LAX,2011-12-02 06:00:00,2011-12-02 06:07:00,2,2011-12-02 06:40:00,2011-12-02 06:16:00,44I
1054,AA-2957-DFW-CVG,2011-12-02 07:55:00,2011-12-02 08:07:00,B16,2011-12-02 11:05:00,2011-12-02 10:57:00,3
1055,UA-1500-IAH-GUA,2011-12-02 08:55:00,2011-12-02 09:39:00,E10,2011-12-02 11:45:00,2011-12-02 12:28:00,15
1056,UA-3515-IAD-MSP,2011-12-02 08:15:00,2011-12-02 08:15:00,D20,2011-12-02 10:06:00,2011-12-02 10:08:00,E6
1057,UA-664-ORD-PHL,2011-12-02 13:33:00,2011-12-02 13:35:00,C25,2011-12-02 16:31:00,2011-12-02 16:34:00,D13
1058,UA-414-LAX-SFO,2011-12-02 06:00:00,2011-12-02 05:57:00,75B,2011-12-02 07:23:00,2011-12-02 07:12:00,88
